25276245,"{'y': 43.9043522, 'x': 4.8966405, 'street_count': 3}"
25276246,"{'y': 43.9045173, 'x': 4.8968631, 'street_count': 3}"
25276249,"{'y': 43.9046632, 'x': 4.8970015, 'street_count': 3}"
25276251,"{'y': 43.9047166, 'x': 4.8968904, 'street_count': 3}"
25276284,"{'y': 43.9065327, 'x': 4.8965495, 'street_count': 2}"
25276286,"{'y': 43.9068642, 'x': 4.8967956, 'street_count': 2}"
25276298,"{'y': 43.9091342, 'x': 4.8962175, 'street_count': 4}"
25276609,"{'y': 43.9118531, 'x': 4.8923807, 'street_count': 3}"
25276617,"{'y': 43.9109793, 'x': 4.8889398, 'street_count': 3}"
25276625,"{'y': 43.9094973, 'x': 4.893323, 'highway': 'crossing', 'street_count': 3}"
25287390,"{'y': 43.9266536, 'x': 4.785937, 'street_count': 3}"
25287392,"{'y': 43.928177, 'x': 4.7853369, 'street_count': 3}"
25287396,"{'y': 43.9283401, 'x': 4.7855991, 'street_count': 3}"
25287469,"{'y': 43.9297901, 'x': 4.7816663, 'street_count': 3}"
25287470,"{'y': 43.9296707, 'x': 4.7840119, 'street_count': 1}"
25287472,"{'y': 43.9333579, 'x': 4.7808836, 'street_count': 3}"
25287482,"{'y': 43.9295831, 'x': 4.7800763, 'street_count': 3}"
25287490,"{'y': 43.9285513, 'x': 4.7795725, 'street_count': 3}"
25287516,"{'y': 43.9235497, 'x': 4.7853028, 'street_count': 3}"
25287672,"{'y': 43.931912, 'x': 4.7729978, 'street_count': 3}"
25287837,"{'y': 43.9322695, 'x': 4.773481, 'street_count': 3}"
25287839,"{'y': 43.9322344, 'x': 4.773091, 'street_count': 3}"
25287841,"{'y': 43.9321129, 'x': 4.7728866, 'street_count': 3}"
25287854,"{'y': 43.9345153, 'x': 4.7786646, 'street_count': 3}"
25287855,"{'y': 43.9344604, 'x': 4.7786646, 'street_count': 3}"
25287860,"{'y': 43.9333747, 'x': 4.7781935, 'street_count': 3}"
25287864,"{'y': 43.9332171, 'x': 4.7793178, 'street_count': 3}"
25287868,"{'y': 43.9330217, 'x': 4.7796377, 'street_count': 3}"
25287998,"{'y': 43.9275085, 'x': 4.7892002, 'street_count': 3}"
25288063,"{'y': 43.9265724, 'x': 4.7923783, 'street_count': 1}"
25288725,"{'y': 43.9266434, 'x': 4.799499, 'street_count': 3}"
25288732,"{'y': 43.9269678, 'x': 4.8008176, 'street_count': 3}"
25288736,"{'y': 43.9263915, 'x': 4.801138, 'street_count': 3}"
25288742,"{'y': 43.9260001, 'x': 4.7990757, 'street_count': 3}"
25288776,"{'y': 43.9287228, 'x': 4.804378, 'street_count': 3}"
25288777,"{'y': 43.9286919, 'x': 4.8045979, 'street_count': 3}"
78335370,"{'y': 43.9068143, 'x': 4.8044453, 'street_count': 3}"
92867436,"{'y': 43.9441189, 'x': 4.8153461, 'street_count': 3}"
92867446,"{'y': 43.9436222, 'x': 4.8144991, 'street_count': 3}"
92867448,"{'y': 43.9432698, 'x': 4.8123967, 'street_count': 4}"
92897716,"{'y': 43.9454023, 'x': 4.8141035, 'street_count': 3}"
92897726,"{'y': 43.9471145, 'x': 4.8142876, 'street_count': 4}"
92897731,"{'y': 43.9455898, 'x': 4.8134655, 'street_count': 3}"
92897787,"{'y': 43.9468269, 'x': 4.8156521, 'street_count': 4}"
92960117,"{'y': 43.9406217, 'x': 4.8355987, 'street_count': 4}"
92960192,"{'y': 43.9403549, 'x': 4.8306217, 'street_count': 3}"
92960199,"{'y': 43.9400869, 'x': 4.8304093, 'street_count': 3}"
92960211,"{'y': 43.9422502, 'x': 4.8223035, 'street_count': 3}"
92960216,"{'y': 43.9422168, 'x': 4.8222495, 'street_count': 3}"
92960220,"{'y': 43.9421552, 'x': 4.8222483, 'street_count': 3}"
92960230,"{'y': 43.9421217, 'x': 4.8223711, 'street_count': 3}"
92960236,"{'y': 43.9421838, 'x': 4.8224297, 'street_count': 3}"
92960242,"{'y': 43.9420892, 'x': 4.8225551, 'street_count': 3}"
92960245,"{'y': 43.9421913, 'x': 4.8221185, 'street_count': 3}"
92960248,"{'y': 43.9423324, 'x': 4.821585, 'street_count': 3}"
92960287,"{'y': 43.9424019, 'x': 4.821379, 'street_count': 3}"
92960297,"{'y': 43.9424906, 'x': 4.8212175, 'street_count': 3}"
92960302,"{'y': 43.9424606, 'x': 4.8211315, 'street_count': 3}"
92960312,"{'y': 43.9423902, 'x': 4.8211347, 'street_count': 3}"
92960318,"{'y': 43.9423306, 'x': 4.8213564, 'street_count': 3}"
92960387,"{'y': 43.9404394, 'x': 4.8284326, 'street_count': 3}"
92971338,"{'y': 43.952497, 'x': 4.8392567, 'street_count': 3}"
92971353,"{'y': 43.9527278, 'x': 4.8394338, 'street_count': 3}"
138039518,"{'y': 43.9882619, 'x': 4.8941444, 'street_count': 3}"
138039525,"{'y': 43.9871296, 'x': 4.895822, 'street_count': 3}"
138056111,"{'y': 43.9897359, 'x': 4.8924024, 'street_count': 3}"
138056117,"{'y': 43.9898979, 'x': 4.8924514, 'street_count': 3}"
138056127,"{'y': 43.9900634, 'x': 4.8920451, 'street_count': 3}"
138056130,"{'y': 43.9899264, 'x': 4.8918645, 'street_count': 3}"
138056142,"{'y': 43.9896438, 'x': 4.892195, 'street_count': 3}"
138056153,"{'y': 43.9870754, 'x': 4.8960141, 'street_count': 3}"
138056167,"{'y': 43.9886248, 'x': 4.8936279, 'street_count': 3}"
249603276,"{'y': 43.9529871, 'x': 4.8852863, 'street_count': 3}"
249603277,"{'y': 43.9530584, 'x': 4.8847899, 'street_count': 3}"
249603280,"{'y': 43.9530181, 'x': 4.8843836, 'street_count': 3}"
249603285,"{'y': 43.9529252, 'x': 4.8838895, 'street_count': 3}"
249604618,"{'y': 43.9500552, 'x': 4.8612519, 'street_count': 3}"
249775081,"{'y': 43.9734989, 'x': 4.8605997, 'street_count': 3}"
249775099,"{'y': 44.00224, 'x': 4.8777681, 'street_count': 3}"
249775101,"{'y': 44.0023591, 'x': 4.8778239, 'street_count': 3}"
